"Number";"Time_ms";"Time";"Q1";"Q2";"Q3";"Q4";"crc"
402;16331;16.319000244140625;0.21296177804470062;0.07796287536621094;-0.07143612205982208;-0.9713217616081238;23161;
403;16371;16.358999252319336;0.22272244095802307;0.07710129022598267;-0.0773363709449768;-0.9687461256980896;59657;
404;16411;16.39900016784668;0.2230326533317566;0.0770811140537262;-0.0768946036696434;-0.9687115550041199;36092;
405;16451;16.43899917602539;0.21752172708511353;0.07793834060430527;-0.0698133111000061;-0.970430850982666;15825;
406;16491;16.479000091552734;0.2267465442419052;0.07682973891496658;-0.07696384191513062;-0.9678634405136108;21456;
407;16531;16.518999099731445;0.2264522761106491;0.07613647729158401;-0.07765480875968933;-0.9679319262504578;40476;
408;16571;16.55900001525879;0.2272939831018448;0.07631655037403107;-0.07677363604307175;-0.9677907824516296;59013;
409;16611;16.599000930786133;0.22888825833797455;0.07748060673475266;-0.07534614950418472;-0.9674347043037415;49907;
410;16651;16.638999938964844;0.23927512764930725;0.07787904143333435;-0.07779974490404129;-0.9646914005279541;61018;
411;16691;16.679000854492188;0.23967543244361877;0.07834084331989288;-0.07748743146657944;-0.9645796418190002;53579;
412;16731;16.7189998626709;0.23972295224666595;0.07801176607608795;-0.07719500362873077;-0.9646180272102356;6036;
413;16771;16.759000778198242;0.24028600752353668;0.08041705191135406;-0.07459414005279541;-0.9644850492477417;27270;
414;16811;16.798999786376953;0.23999875783920288;0.07988956570625305;-0.0755038633942604;-0.9645295739173889;37082;
415;16851;16.839000701904297;0.23060160875320435;0.07965979725122452;-0.07010764628648758;-0.9672446250915527;61975;
416;16891;16.878999710083008;0.2304883450269699;0.07891141623258591;-0.07068992406129837;-0.9672905206680298;51981;
417;16931;16.91900062561035;0.2389734834432602;0.08142716437578201;-0.07622210681438446;-0.9645991325378418;16932;
418;16971;16.958999633789062;0.23983816802501678;0.08048416674137115;-0.07524767518043518;-0.9645401835441589;54456;
419;17011;16.999000549316406;0.23038409650325775;0.0801224485039711;-0.0700177252292633;-0.9672647714614868;5944;
420;17051;17.038999557495117;0.23012878000736237;0.08078168332576752;-0.07182265818119049;-0.9671382904052734;51632;
421;17091;17.07900047302246;0.229694202542305;0.08008544892072678;-0.07293452322483063;-0.9672163724899292;5752;
422;17131;17.118999481201172;0.21974368393421173;0.07925886660814285;-0.0686638131737709;-0.9699051380157471;61530;
423;17171;17.159000396728516;0.2196369171142578;0.07794411480426788;-0.06890460103750229;-0.9700188040733337;15019;
424;17211;17.198999404907227;0.22861921787261963;0.07646273821592331;-0.07609229534864426;-0.9675208330154419;37021;
425;17251;17.23900032043457;0.23283886909484863;0.07853668183088303;-0.07409476488828659;-0.9665029644966125;31367;
426;17291;17.27899932861328;0.2327156662940979;0.07815859466791153;-0.07465166598558426;-0.9665204286575317;23177;
427;17331;17.319000244140625;0.23422257602214813;0.07935245335102081;-0.07304062694311142;-0.9661822319030762;24750;
428;17371;17.358999252319336;0.23394183814525604;0.07912268489599228;-0.07350359857082367;-0.9662339091300964;63331;
429;17411;17.39900016784668;0.22386434674263;0.08005455136299133;-0.06986995041370392;-0.9688107371330261;16062;
430;17451;17.43899917602539;0.23056469857692719;0.07640142738819122;-0.06874383240938187;-0.9676141142845154;23874;
431;17491;17.479000091552734;0.22984427213668823;0.07616017013788223;-0.07058369368314743;-0.9676719903945923;2835;
432;17531;17.518999099731445;0.2293521910905838;0.07779980450868607;-0.07342132180929184;-0.9674471616744995;45874;
433;17571;17.55900001525879;0.22966554760932922;0.07795710116624832;-0.07339731603860855;-0.9673620462417603;53625;
434;17611;17.599000930786133;0.23040713369846344;0.07895433157682419;-0.07277873158454895;-0.9671515226364136;63020;
435;17651;17.638999938964844;0.2299181967973709;0.07860872894525528;-0.07407674938440323;-0.9671974182128906;60829;
436;17691;17.679000854492188;0.22951596975326538;0.08079278469085693;-0.07410670071840286;-0.9671106934547424;48258;
437;17731;17.7189998626709;0.22983813285827637;0.07906079292297363;-0.07337180525064468;-0.9672333598136902;10681;
438;17771;17.759000778198242;0.22930558025836945;0.07798216491937637;-0.07457012683153152;-0.9673556685447693;49827;
439;17811;17.798999786376953;0.22900983691215515;0.07819365710020065;-0.07581478357315063;-0.9673119187355042;23306;
440;17851;17.839000701904297;0.2297942340373993;0.07903475314378738;-0.07504396140575409;-0.9671176075935364;35683;
441;17891;17.878999710083008;0.23959869146347046;0.07788398116827011;-0.0801180824637413;-0.9644209146499634;56850;
442;17931;17.91900062561035;0.2398916631937027;0.07799533754587173;-0.0793595239520073;-0.9644017815589905;58872;
443;17971;17.958999633789062;0.23986147344112396;0.07875815778970718;-0.07877040654420853;-0.9643955826759338;875;
444;18011;17.999000549316406;0.2407071590423584;0.07818972319364548;-0.07671112567186356;-0.964397132396698;24452;
445;18051;18.038999557495117;0.24073874950408936;0.07783447206020355;-0.07677248120307922;-0.9644131064414978;48818;
446;18091;18.07900047302246;0.23161251842975616;0.07920127362012863;-0.07125981152057648;-0.9669564962387085;24357;
447;18131;18.118999481201172;0.23155461251735687;0.07899262011051178;-0.07136332988739014;-0.9669798016548157;58011;
448;18171;18.159000396728516;0.24064232409000397;0.079107865691185;-0.07792829722166061;-0.9642408490180969;49617;
449;18211;18.198999404907227;0.23232777416706085;0.08202660828828812;-0.07201432436704636;-0.9664933681488037;48121;
450;18251;18.23900032043457;0.22200854122638702;0.08127277344465256;-0.0684778019785881;-0.9692356586456299;36339;
451;18291;18.27899932861328;0.22199183702468872;0.07668738067150116;-0.07272262126207352;-0.9693039059638977;1596;
452;18331;18.319000244140625;0.2217164784669876;0.07625216245651245;-0.07298196107149124;-0.9693818688392639;41686;
453;18371;18.358999252319336;0.2119687795639038;0.07822764664888382;-0.06910888850688934;-0.9716860055923462;25263;
454;18411;18.39900016784668;0.21164833009243011;0.07819321751594543;-0.07013413310050964;-0.9716851115226746;47801;
455;18451;18.43899917602539;0.2207595556974411;0.07687494158744812;-0.0772421807050705;-0.9692208170890808;61739;
456;18491;18.479000091552734;0.22184430062770844;0.07821141928434372;-0.07664184272289276;-0.9689139127731323;35868;
457;18531;18.518999099731445;0.2219075709581375;0.07824239879846573;-0.07682523876428604;-0.9688823819160461;48553;
458;18571;18.55900001525879;0.22645458579063416;0.07639341056346893;-0.07346595823764801;-0.9682382345199585;18187;
459;18611;18.599000930786133;0.22620144486427307;0.07599666714668274;-0.07337050884962082;-0.9683358073234558;47782;
460;18651;18.638999938964844;0.2166079431772232;0.07735943794250488;-0.06860644370317459;-0.9707675576210022;58219;
461;18691;18.679000854492188;0.216501384973526;0.0791013166308403;-0.07113325595855713;-0.970469057559967;42397;
